City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Alofi,NU,-19.06,-169.92,78.69,65,75,19.57,broken clouds
338,Gidole,ET,5.65,37.37,55.62,78,98,3.47,overcast clouds
339,Zhanaozen,KZ,43.3,52.8,79.77,29,24,9.55,few clouds
340,Almeria,ES,37.17,-2.33,76.77,36,0,2.82,clear sky
341,Deputatskiy,RU,69.3,139.9,46,63,98,3.65,overcast clouds
342,Nabire,ID,-3.37,135.48,80.04,88,99,4.54,overcast clouds
343,Nara,JP,34.69,135.8,94.96,38,96,11.39,overcast clouds
344,Ilulissat,GL,69.22,-51.1,55.42,50,75,16.11,broken clouds
345,Ilula,TZ,-7.68,36.04,52.63,95,9,5.41,clear sky
346,Asfi,MA,32.3,-9.24,68.41,90,0,13.33,clear sky
347,Sohag,EG,26.56,31.69,83.61,32,4,8.37,clear sky
348,Churapcha,RU,62,132.43,76.86,56,88,5.79,overcast clouds
349,Atar,MR,20.52,-13.05,84.79,47,12,11.97,few clouds
350,Krasnyy Yar,RU,46.53,48.35,75.13,35,22,4.16,few clouds
351,Atherton,GB,53.52,-2.49,61.21,91,85,4,overcast clouds
352,Uchaly,RU,54.3,59.45,58.14,79,4,5.79,clear sky
353,Walla Walla,US,46.06,-118.34,91.89,30,0,8.05,clear sky
354,Sassandra,CI,4.95,-6.08,72.52,85,99,6.8,overcast clouds
355,Holstebro,DK,56.36,8.62,61.21,97,57,6.96,broken clouds
356,Lakatoro,VU,-16.1,167.42,83.05,70,8,7.34,clear sky
357,Kahului,US,20.89,-156.47,84.22,70,20,21.85,few clouds
358,Sechura,PE,-5.56,-80.82,64.49,79,80,15.23,broken clouds
359,West Wendover,US,40.74,-114.07,85.21,30,0,14.97,clear sky
360,Ambunti,PG,-4.24,142.84,90.72,55,92,2.24,overcast clouds
361,Hasaki,JP,35.73,140.83,79.29,78,100,12.24,moderate rain
362,Fortuna,US,40.6,-124.16,64.09,82,0,10.36,clear sky
363,Mezhova,UA,48.25,36.73,65.43,83,14,5.84,few clouds
364,Tabatinga,BR,-4.25,-69.94,77.09,94,40,0,scattered clouds
365,Bobo Dioulasso,BF,11.18,-4.3,71.22,95,87,5.57,overcast clouds
366,Sao Felix Do Xingu,BR,-6.64,-52,72.48,50,10,1.14,clear sky
367,Narsaq,GL,60.92,-46.05,50.22,99,100,5.75,heavy intensity rain
368,Aswan,EG,24.09,32.91,86.47,22,0,8.81,clear sky
369,Ossora,RU,59.24,163.07,62.06,69,99,2.33,overcast clouds
370,Kimbe,PG,-5.55,150.14,89.85,56,98,5.39,overcast clouds
371,Puerto Del Rosario,ES,28.5,-13.86,71.35,88,20,19.57,few clouds
372,Sibinal,GT,15.13,-92.05,45.61,91,75,5.59,broken clouds
373,Quimperle,FR,47.87,-3.55,63.99,94,0,4.61,clear sky
374,Namie,JP,37.48,141,75.72,92,100,4.18,overcast clouds
375,Manakara,MG,-22.13,48.02,66.9,83,100,4.07,light rain
376,Januaria,BR,-15.48,-44.37,68.18,43,1,3.58,clear sky
377,Whyalla,AU,-33.03,137.58,67.89,32,1,29.93,clear sky
378,Urucara,BR,-2.54,-57.76,73.99,93,96,2.33,overcast clouds
379,Luganville,VU,-15.53,167.17,82,77,33,6.91,scattered clouds
380,Plouzane,FR,48.38,-4.62,59.32,97,75,4.61,broken clouds
381,Pucara,PE,-15.98,-71.46,32.13,38,0,1.83,clear sky
382,Peace River,CA,56.25,-117.29,64.71,59,100,4.61,overcast clouds
383,Abong Mbang,CM,3.98,13.18,65.01,98,84,2.46,broken clouds
384,Catuday,PH,16.29,119.81,83.79,70,98,4.05,overcast clouds
385,Ewa Beach,US,21.32,-158.01,84.15,58,100,13.8,overcast clouds
386,Nyrob,RU,60.73,56.72,62.26,71,94,3.94,overcast clouds
387,Manicore,BR,-5.81,-61.3,75.15,94,0,2.3,moderate rain
388,Kathu,TH,7.92,98.33,86.76,74,100,6.6,overcast clouds
389,Nanakuli,US,21.39,-158.15,84.15,58,100,13.8,overcast clouds
390,Mount Gambier,AU,-37.83,140.77,60.71,59,26,19.57,scattered clouds
391,Bagan,RU,54.1,77.66,67.66,52,2,8.41,clear sky
392,Imbituba,BR,-28.24,-48.67,68.09,88,10,21.99,clear sky
393,Saint-Augustin,CA,51.23,-58.65,57.9,83,52,13.2,broken clouds
394,Doha,QA,25.29,51.53,96.78,55,73,6.91,broken clouds
395,Salinopolis,BR,-0.61,-47.36,78.17,84,9,10.25,clear sky
396,Maningrida,AU,-12.07,134.27,88.09,51,100,10.42,overcast clouds
397,Half Moon Bay,US,37.46,-122.43,79.03,85,100,17.27,mist
398,Maldonado,UY,-34.67,-54.92,51.19,96,100,6.24,moderate rain
399,Turukhansk,RU,65.82,87.98,60.98,42,15,3.8,few clouds
400,Baghdad,IQ,33.34,44.4,85.91,30,0,3.44,clear sky
401,Nemuro,JP,43.32,145.58,60.28,88,100,10.47,overcast clouds
402,Kutum,SD,14.2,24.67,73.92,64,94,10.42,overcast clouds
403,Porto Seguro,BR,-16.45,-39.06,70.32,83,40,2.3,scattered clouds
404,Doctor Arroyo,MX,23.67,-100.18,70,56,19,7.38,few clouds
405,Algeciras,ES,36.13,-5.45,78.48,78,100,8.05,overcast clouds
406,Krasnoarmeysk,RU,51.02,45.7,66.42,74,100,5.68,overcast clouds
407,Conchagua,SV,13.31,-87.86,77.09,74,88,2.89,overcast clouds
408,Cody,US,44.53,-109.06,80.82,30,0,5.99,clear sky
409,San Borja,BO,-14.82,-66.85,72.28,85,1,2.66,clear sky
410,Abonnema,NG,4.71,6.79,72.86,90,35,3.78,scattered clouds
411,Coihueco,CL,-36.62,-71.83,38.14,93,100,5.75,overcast clouds
412,Maragogi,BR,-9.01,-35.22,75.2,86,100,11.88,light rain
413,Corner Brook,CA,48.97,-57.95,64.56,85,100,3.51,overcast clouds
414,Bhojudih,IN,23.63,86.45,84.24,74,100,5.97,overcast clouds
415,Vanavara,RU,60.34,102.28,58.69,68,100,7.56,overcast clouds
416,Kirkwall,GB,58.98,-2.96,50.05,87,75,4.61,broken clouds
417,Kirensk,RU,57.79,108.11,60.49,55,96,5.5,overcast clouds
418,Kawalu,ID,-7.38,108.21,79.57,75,84,4.68,broken clouds
419,Dwarka,IN,22.24,68.97,82.35,76,100,9.55,overcast clouds
420,Bilibino,RU,68.05,166.44,55.22,96,100,2.8,light rain
421,San Quintin,MX,30.48,-115.95,70.27,84,72,12.66,broken clouds
422,Makubetsu,JP,45.37,141.82,76.71,73,75,8.05,broken clouds
423,Dingle,PH,11,122.67,83.75,77,100,3.4,light rain
424,Saint-Francois,FR,46.42,3.91,63.84,82,0,2.3,clear sky
425,Wilmington,US,34.23,-77.94,82.9,86,0,4.61,clear sky
426,El Alto,PE,-4.27,-81.21,62.11,87,97,13.42,overcast clouds
427,Belaya Gora,RU,68.53,146.42,49.95,71,100,10.13,overcast clouds
428,Puri,IN,19.8,85.85,86.52,79,100,4.85,light rain
429,Baturaja,ID,-4.13,104.17,80.94,81,94,0.63,overcast clouds
430,Ketchikan,US,55.34,-131.65,61.27,63,0,4.61,clear sky
431,Ifanadiana,MG,-21.3,47.63,60.44,99,100,1.16,light rain
432,Nalobikha,RU,53.2,84.6,64.49,44,0,5.91,clear sky
433,Koroni,GR,36.8,21.95,80.08,53,0,6.53,clear sky
434,Paris,FR,48.85,2.35,74.25,69,0,8.05,clear sky
435,Cayenne,GF,4.93,-52.33,82.09,1,75,0,broken clouds
436,Sao Miguel Do Araguaia,BR,-13.28,-50.16,73.96,33,0,4.36,clear sky
437,Harindanga,IN,22.04,88.32,86,69,100,7.4,light rain
438,Portland,US,45.52,-122.68,77.47,59,20,10,smoke
439,Sergeyevka,KZ,53.88,67.42,64.36,66,61,9.69,broken clouds
440,Bandundu,CD,-3.32,17.37,76.24,61,0,3.18,clear sky
441,West Bay,KY,19.37,-81.42,84.27,83,20,3.44,few clouds
442,Christchurch,NZ,-43.53,172.63,64.42,38,67,16.11,broken clouds
443,Southampton,GB,50.9,-1.4,63.81,76,44,1.01,scattered clouds
444,Nogales,MX,31.31,-110.94,80.17,57,20,0,few clouds
445,Korla,CN,41.76,86.15,89.1,22,7,2.26,clear sky
446,Santiago De Las Vegas,CU,22.97,-82.39,74.82,100,20,3.44,few clouds
447,Pangody,RU,65.85,74.49,69.87,45,26,8.55,scattered clouds
448,Okha,RU,53.57,142.95,61.65,86,98,12.37,overcast clouds
449,Pincher Creek,CA,49.48,-113.95,74.88,21,0,9.22,clear sky
450,Nanortalik,GL,60.14,-45.24,48.36,96,100,21.81,moderate rain
451,Ahipara,NZ,-35.17,173.17,61.99,77,21,3.96,few clouds
452,Marathon,US,44.9,-89.77,74.73,69,0,9.22,clear sky
453,Port Lincoln,AU,-34.73,135.87,55.96,81,48,32.82,scattered clouds
454,Shelburne,CA,44.08,-80.2,66.6,98,100,19.98,moderate rain
455,Nam Som,TH,17.77,102.19,85.3,77,99,3.13,overcast clouds
456,Solton,RU,52.84,86.48,62.89,55,0,6.22,clear sky
457,La Ronge,CA,55.1,-105.28,62.85,67,75,2.3,broken clouds
458,Longyearbyen,SJ,78.22,15.64,48.04,87,75,3.44,broken clouds
459,Tieling,CN,42.29,123.84,86.76,75,93,13.53,overcast clouds
460,Valley City,US,46.92,-98,63.12,82,0,3.44,clear sky
461,Otaru,JP,43.19,141,78.64,70,53,6.35,broken clouds
462,Aksarka,RU,66.56,67.8,67.77,47,85,9.71,overcast clouds
463,Mecca,SA,21.43,39.83,87.31,46,100,1.9,overcast clouds
464,Santa Rosa,PH,14.31,121.11,84.18,81,100,9.22,overcast clouds
465,Wakefield,GB,53.68,-1.5,60.64,85,100,7.47,overcast clouds
466,Yueyang,CN,29.33,113.09,96.03,48,0,5.55,clear sky
467,Puerto Rondon,CO,6.28,-71.1,68.94,96,44,3.96,scattered clouds
468,Seminole,US,28.71,-81.21,82.76,89,20,4.61,few clouds
469,Antofagasta,CL,-23.65,-70.4,54.68,73,4,9.51,clear sky
470,Bud,US,39.45,-86.18,78.46,83,51,6.6,broken clouds
471,Waterloo,CA,43.47,-80.52,68.74,99,100,5.75,moderate rain
472,Venado Tuerto,AR,-33.75,-61.97,48.76,79,100,7.96,moderate rain
473,Kenai,US,60.55,-151.26,70.03,72,0,9.22,clear sky
474,Batangafo,CF,7.3,18.28,67.78,98,77,2.24,light rain
475,Skjervoy,NO,70.03,20.97,60.8,85,21,7.63,few clouds
476,Ambagarh Chauki,IN,20.78,80.72,82.94,72,100,4.59,overcast clouds
477,Sayyan,YE,15.17,44.32,57.22,76,100,5.19,overcast clouds
478,Marseille,FR,43.33,5.5,75.85,63,3,1.9,clear sky
479,Frederick,US,39.47,-77.4,80.46,87,0,3.44,clear sky
480,Shiyan,CN,32.65,110.78,91.42,63,63,2.13,broken clouds
481,Ulcinj,ME,41.93,19.22,79.02,53,1,7.94,clear sky
482,Konstantinovka,RU,49.62,127.98,86.97,48,79,5.53,broken clouds
483,Bayonet Point,US,28.33,-82.68,82.94,88,72,8.79,broken clouds
484,Torrington,US,41.8,-73.12,73.69,86,1,2.82,clear sky
485,Mount Isa,AU,-20.73,139.5,89.37,29,40,17.27,scattered clouds
486,Yeppoon,AU,-23.13,150.73,76.78,72,0,8.81,clear sky
487,Kununurra,AU,-15.77,128.73,89.58,33,10,9.22,clear sky
488,Tayga,RU,56.06,85.62,61.72,66,96,5.84,overcast clouds
489,Gunjur,GM,13.2,-16.73,75.27,100,40,0,scattered clouds
490,Codrington,AU,-38.27,141.97,59.54,61,0,19.37,clear sky
491,Gafanha Da Encarnacao,PT,40.62,-8.73,64.02,73,48,0.94,scattered clouds
492,Grand Gaube,MU,-20.01,57.66,68.4,64,100,16.73,overcast clouds
493,Ust-Tsilma,RU,65.44,52.15,61.05,86,79,4.7,broken clouds
494,Sobolevo,RU,54.43,31.9,62.67,92,71,4.79,broken clouds
495,Inuvik,CA,68.35,-133.72,68.76,52,20,4.61,few clouds
496,Fuling,CN,29.7,107.39,93.78,53,28,2.42,scattered clouds
497,Bahar,IR,34.91,48.44,68.16,32,0,4.61,clear sky
498,Dzerzhinsk,RU,56.24,43.46,62.42,100,20,0,few clouds
499,Kazachinskoye,RU,57.7,93.28,53.62,90,100,4.52,overcast clouds
500,Middelburg,ZA,-25.78,29.46,50.49,70,69,6.62,broken clouds
501,Toora-Khem,RU,52.47,96.11,64.71,42,89,3,overcast clouds
502,Hammerfest,NO,70.66,23.68,61.25,72,40,6.91,scattered clouds
503,Qasigiannguit,GL,68.82,-51.19,55.65,79,100,3.49,overcast clouds
504,Nowy Dwor Gdanski,PL,54.21,19.12,69.21,67,94,7.72,overcast clouds
505,Magdagachi,RU,53.45,125.8,73.08,72,100,4.03,overcast clouds
506,Tezu,IN,27.92,96.17,81.59,88,100,0.72,overcast clouds
507,Qui Nhon,VN,13.77,109.23,88.59,58,99,4,overcast clouds
508,Havelock,US,34.88,-76.9,84.15,94,0,6.91,clear sky
509,Omboue,GA,-1.57,9.26,71.47,86,96,8.32,overcast clouds
510,Cascais,PT,38.7,-9.42,68.94,72,14,28.99,few clouds
511,Birjand,IR,32.87,59.22,72.07,24,0,0,clear sky
512,Richards Bay,ZA,-28.78,32.04,63.3,78,13,13.38,few clouds
513,Pedernales,DO,18.04,-71.74,80.76,67,100,5.01,overcast clouds
514,Sharan,RU,54.82,54,64.92,70,39,3.24,scattered clouds
515,Orbetello,IT,42.44,11.22,77,44,0,5.75,clear sky
516,Frankenberg,DE,51.07,8.8,71.1,75,25,1.12,scattered clouds
517,Bowen,AU,-20.02,148.23,72.25,73,88,10.98,overcast clouds
518,Tomatlan,MX,19.93,-105.25,78.75,87,18,1.88,few clouds
519,Sirjan,IR,29.45,55.68,75.22,27,0,6.31,clear sky
520,Kamuli,UG,0.95,33.12,61.23,96,24,2.57,few clouds
521,Clyde River,CA,70.47,-68.59,39.43,93,100,11.5,overcast clouds
522,Saint-Georges,GD,12.06,-61.75,78.48,89,40,12.66,scattered clouds
523,Araguacu,BR,-12.93,-49.83,75.02,33,0,4.12,clear sky
524,Hervey Bay,AU,-25.3,152.85,68,76,0,9.46,clear sky
525,Umm Lajj,SA,25.02,37.27,85.78,58,100,7.4,overcast clouds
526,Bagdarin,RU,54.43,113.6,69.62,53,100,6.55,overcast clouds
527,Mantua,IT,45.17,10.78,78.04,81,2,4.76,clear sky
528,Dohrighat,IN,26.26,83.52,86.67,69,100,12.77,overcast clouds
529,Los Llanos De Aridane,ES,28.66,-17.92,67.75,78,20,14.97,few clouds
530,Misratah,LY,32.38,15.09,80.53,69,0,6.15,clear sky
531,Praia,CV,14.92,-23.51,77.54,88,20,5.75,few clouds
532,Port Hedland,AU,-20.32,118.57,77.05,38,5,9.22,clear sky
533,Awbari,LY,26.59,12.78,85.03,26,3,11.65,clear sky
534,Rognan,NO,67.1,15.39,56.75,21,81,5.88,light rain
535,Miragoane,HT,18.44,-73.09,80.83,71,100,2.51,overcast clouds
536,Wufeng,CN,27.45,104.83,71.08,77,100,1.52,overcast clouds
537,Goundam,ML,16.41,-3.67,84.94,59,42,10.4,scattered clouds
538,Dandong,CN,40.13,124.39,84.43,79,92,9.53,overcast clouds
539,Mwanza,TZ,-2.52,32.9,70.77,53,100,8.5,overcast clouds
540,Semikarakorsk,RU,47.52,40.81,71.2,74,46,4.07,scattered clouds
541,Tecoanapa,MX,16.52,-98.75,81.75,77,99,5.06,overcast clouds
542,Bellavista,PE,-7.06,-76.59,73.9,82,53,1.32,broken clouds
543,Rongcheng,CN,30.63,117.85,95.97,53,0,4.18,clear sky
544,Pokhara,NP,28.23,83.98,74.1,93,100,1.12,light rain
545,Puerto Escondido,MX,15.85,-97.07,83.23,65,75,5.75,broken clouds
546,Krutaya Gorka,RU,55.36,73.22,67.68,64,0,6.76,clear sky
547,Suntar,RU,62.14,117.63,62.73,95,100,7.76,light rain
548,Alice Springs,AU,-23.7,133.88,69.35,32,100,9.22,overcast clouds
549,Isangel,VU,-19.55,169.27,86.11,70,75,3.44,broken clouds
550,Hirara,JP,24.8,125.28,89.87,66,40,8.05,scattered clouds
551,La Chapelle-Sur-Erdre,FR,47.3,-1.55,67.86,83,0,6.91,clear sky
552,Tondano,ID,1.3,124.91,80.69,65,63,7.09,broken clouds
553,La Rioja,ES,42.25,-2.5,58.78,67,0,5.53,clear sky
554,Muisne,EC,0.6,-80.03,73.54,87,85,7.16,overcast clouds
555,Mokhotlong,LS,-29.29,29.07,37.6,93,17,0.81,few clouds
556,Ikungi,TZ,-5.13,34.77,56.89,75,40,9.95,scattered clouds
557,Lebowakgomo,ZA,-24.2,29.5,49.1,80,50,4.25,scattered clouds
558,Bull Savanna,JM,17.89,-77.59,76.51,85,98,8.75,overcast clouds
559,Tocopilla,CL,-22.09,-70.2,60.42,68,8,11.79,clear sky
560,Nome,US,64.5,-165.41,60.17,88,100,10.36,overcast clouds
561,Port Hawkesbury,CA,45.62,-61.35,65.59,99,20,3.44,few clouds
562,San Francisco,US,37.77,-122.42,78.31,86,20,17.27,few clouds
563,Changji,CN,44.02,87.32,83.19,34,0,8.95,clear sky
564,Guadix,ES,37.3,-3.14,73.31,33,0,6.13,clear sky
565,Hargeysa,SO,9.56,44.07,66,72,8,29.15,clear sky
566,Labuan,MY,5.28,115.24,86.36,74,40,4.61,scattered clouds
567,Yelizovo,RU,53.19,158.38,71.74,49,40,4.47,scattered clouds
568,Gavle,SE,60.67,17.14,62.38,96,27,3,scattered clouds
569,Teguldet,RU,57.31,88.17,54.75,78,98,6.51,overcast clouds
570,Sanmenxia,CN,34.77,111.18,93.67,47,0,7.56,clear sky
571,Kitimat,CA,54.05,-128.65,57.58,21,100,2.33,overcast clouds
572,Lima,PE,-12.04,-77.03,59.9,84,100,12.66,overcast clouds
573,Walvis Bay,NA,-22.96,14.51,52.09,93,29,2.3,scattered clouds
574,Naples,IT,40.83,14.25,78.85,67,0,3.44,clear sky
575,Guanay,BO,-15.5,-67.88,72.09,90,69,1.43,broken clouds
576,Kokoda,PG,-8.88,147.74,89.94,46,8,7.18,clear sky
577,Augusta,DE,48.37,10.88,61.32,88,26,2.3,scattered clouds
578,Mujiayingzi,CN,42.12,118.78,89.83,46,81,12.08,broken clouds
579,Kyren,RU,51.68,102.14,61.29,93,98,2.46,overcast clouds
580,Vila,PT,42.03,-8.16,56.28,97,78,4.79,broken clouds
581,Biscarrosse,FR,44.39,-1.17,67.95,94,0,2.3,clear sky
582,Calama,CL,-22.47,-68.93,36.09,30,1,16.11,clear sky
583,Sokone,SN,13.88,-16.37,76.86,89,100,4.94,overcast clouds
584,Strezhevoy,RU,60.73,77.59,63.93,49,98,6.78,overcast clouds
585,Oranjestad,AW,12.52,-70.03,82.35,78,20,16.11,few clouds
586,Nalut,LY,30.33,10.85,81.97,38,0,15.3,clear sky
587,Batemans Bay,AU,-35.72,150.18,62.1,82,100,9.01,light rain
588,Iquique,CL,-20.22,-70.14,57.24,78,21,3.38,few clouds
589,Zavodoukovsk,RU,56.5,66.55,64.44,67,5,2.84,clear sky
590,Zhigansk,RU,66.77,123.37,56.8,44,99,22.68,overcast clouds
591,Samarai,PG,-10.62,150.67,81.18,81,13,12.71,few clouds
592,Aripuana,BR,-9.17,-60.63,80.29,51,89,1.3,overcast clouds
593,Kuhdasht,IR,33.54,47.61,83.39,22,0,3.18,clear sky
594,Hambantota,LK,6.12,81.12,77.83,76,100,24.72,light rain
595,Raudeberg,NO,61.99,5.14,50.67,64,100,6.87,overcast clouds
596,Mawlaik,MM,23.63,94.42,83.95,82,98,1.32,overcast clouds
597,Millinocket,US,45.66,-68.71,68.11,77,0,0,clear sky
598,Ulaanbaatar,MN,47.91,106.88,64.53,68,40,11.18,scattered clouds
599,Meridian,US,43.61,-116.39,90.95,36,0,5.75,haze
600,Lukovetskiy,RU,64.3,41.92,56.35,71,51,3.62,broken clouds
601,Aktau,KZ,43.65,51.2,79.38,40,23,8.95,few clouds
602,Beloha,MG,-25.17,45.05,59.85,82,1,7.96,clear sky
603,Abha,SA,18.22,42.51,62.42,94,40,0,scattered clouds
604,Erdaojiang,CN,41.78,126.03,83.97,67,79,7.74,broken clouds
605,Waw,SS,7.7,28,68.4,98,94,3.06,moderate rain
606,Tessalit,ML,20.2,1.01,84.58,43,9,10.85,clear sky
607,Borovichi,RU,58.39,33.92,57.97,84,1,2.26,clear sky
608,Almaznyy,RU,48.04,40.05,69.39,73,5,3.09,clear sky
609,Lodja,CD,-3.48,23.43,69.93,73,4,0.34,clear sky
610,Mangai,CD,-4.05,19.53,69.49,78,3,1.23,light rain
611,Flinders,AU,-34.58,150.86,68.25,79,100,4,light rain
612,Chiriqui Grande,PA,8.95,-82.12,73.2,95,100,3.67,overcast clouds
613,Parabel,RU,58.7,81.48,61.92,58,3,9.57,clear sky
614,Haysyn,UA,48.81,29.39,63.18,94,53,9.15,broken clouds
615,Gewane,ET,10.17,40.65,77.16,67,100,3.87,overcast clouds
616,Turayf,SA,31.67,38.66,80.85,34,0,12.66,clear sky
617,Mahendranagar,NP,28.92,80.33,81.79,82,100,3.87,overcast clouds
618,Koungou,YT,-12.73,45.2,74.91,73,40,13.8,scattered clouds
619,Naron,ES,43.52,-8.15,67.59,93,100,6.73,overcast clouds
620,Xuddur,SO,4.12,43.89,68.72,82,100,16.55,overcast clouds
621,Lubbock,US,33.6,-101.83,93.38,28,20,9.22,few clouds
622,Ambilobe,MG,-13.2,49.05,59.79,88,0,4.63,clear sky
623,Qeshm,IR,26.96,56.27,91.27,77,23,6.06,few clouds
624,Coventry,GB,52.41,-1.51,58.57,88,0,4.61,clear sky
625,Agirish,RU,61.92,63.02,67.39,55,19,6.62,few clouds
626,Sisimiut,GL,66.94,-53.67,45.1,89,100,1.34,light rain
627,Skelleftea,SE,64.75,20.95,64,100,100,6.91,overcast clouds
628,Salekhard,RU,66.53,66.6,68.18,48,99,7.45,overcast clouds
629,Banda Aceh,ID,5.56,95.32,83.77,55,100,0.67,light rain
630,Mareeba,AU,-17,145.43,79.45,68,6,7.72,clear sky
631,Peniche,PT,39.36,-9.38,66.29,93,38,16.51,scattered clouds
632,Victor Harbor,AU,-35.57,138.62,62.01,64,0,13,clear sky
633,Tortosa,ES,40.81,0.52,76.24,68,0,2.89,clear sky
634,Subirana,HN,15.2,-87.45,66.38,92,100,2.98,overcast clouds
635,Luzhou,CN,28.87,105.44,88.57,69,28,3.91,scattered clouds
636,Kiama,AU,-34.68,150.87,68.45,75,100,5.99,moderate rain
637,Ciudad Bolivar,VE,8.12,-63.55,76.06,91,100,9.37,overcast clouds
638,Manama,BH,26.22,50.58,97.34,56,0,4.61,clear sky
639,Bandarbeyla,SO,9.49,50.81,77.18,74,100,26.06,overcast clouds
640,Adet,ET,11.26,37.49,56.62,94,100,1.81,light rain
641,Andros Town,BS,24.7,-77.77,82.36,70,3,11.83,clear sky
642,Semnan,IR,35.57,53.4,84.74,23,6,1.39,clear sky
643,Severobaykalsk,RU,55.65,109.32,61.79,61,10,1.43,clear sky
644,Sekovici,BA,44.3,18.85,54.05,66,3,4.07,clear sky
645,Pemangkat,ID,1.17,108.97,78.08,86,100,3.71,overcast clouds
646,Denpasar,ID,-8.65,115.22,83.86,70,40,13.8,scattered clouds
647,Raton,US,36.9,-104.44,70.14,89,0,10.36,clear sky
648,Waitati,NZ,-45.75,170.57,57.79,53,100,7.76,overcast clouds
649,Ban Nahin,LA,18.24,104.21,84.25,78,99,2.89,overcast clouds
650,Tawau,MY,4.25,117.89,87.93,71,51,3.87,broken clouds
651,Moussoro,TD,13.64,16.49,79.88,66,100,8.63,overcast clouds
652,Sung Noen,TH,14.9,101.82,87.66,67,99,10.25,overcast clouds
653,High Level,CA,58.52,-117.14,64.51,63,75,4.61,broken clouds
654,Kabinda,CD,-6.13,24.48,65.95,48,2,5.03,clear sky
655,Grindavik,IS,63.84,-22.43,46.35,81,20,13.8,few clouds
656,Bitung,ID,1.45,125.18,88.65,72,45,17.11,scattered clouds
657,Bo Rai,TH,12.57,102.54,85.73,78,70,5.68,broken clouds
658,Lapi,PH,17.72,121.9,81.01,83,100,1.25,overcast clouds
659,Puteyets,RU,65.17,57.09,61,92,99,4.25,light rain
660,Launceston,AU,-41.45,147.17,57.79,82,75,19.57,broken clouds
661,Palmer,US,42.16,-72.33,74.75,77,0,8.05,clear sky
662,Ishinomaki,JP,38.42,141.3,73.4,80,100,7.7,overcast clouds
663,Egvekinot,RU,66.32,-179.17,52.97,66,63,6.53,broken clouds
664,Sabang,ID,5.89,95.32,82.29,60,100,2.89,light rain
665,Rio Gallegos,AR,-51.62,-69.22,37.45,100,100,6.91,overcast clouds
666,Prince Rupert,CA,54.32,-130.32,58.69,82,40,8.05,scattered clouds
667,Josanicka Banja,RS,43.39,20.75,54.7,74,0,2.3,clear sky
668,Batagay,RU,67.63,134.63,46.49,92,100,3.89,light rain
669,Dumas,US,35.87,-101.97,81.61,69,0,6.91,clear sky
670,Zhigalovo,RU,54.81,105.16,61.68,65,87,3.69,overcast clouds
671,Saint Anthony,US,45.02,-93.22,73.02,66,0,13.8,clear sky
672,Zarate,AR,-34.1,-59.03,52.84,88,100,8.01,overcast clouds
673,Beaufort,MY,5.35,115.75,88,62,93,3.36,overcast clouds
674,Hukuntsi,BW,-24,21.75,50.52,67,0,4.92,clear sky
675,Balabac,PH,7.99,117.06,86.36,64,89,5.5,moderate rain
676,Arenapolis,BR,-14.45,-56.85,73.89,34,49,4.7,scattered clouds
